,URL,Title,Date
42,https://www.bbc.co.uk/russian/news-46199708,Россия пригрозила бойкотировать экономический форум в Давосе,13 ноября 2018
43,https://www.bbc.co.uk/russian/media-47285736,"Видео
Глупо и бестактно что думают в Солсбери о появлении флага России на соборе",18 февраля 2019
44,https://www.bbc.co.uk/russian/features-47249193,СМИ России поправки в УК спровоцируют репрессии,15 февраля 2019
45,https://www.bbc.co.uk/russian/features-46350077,"Судья Вулф Россия - прекрасный пример, зачем нужен Международный антикоррупционный суд",29 ноября 2018
46,https://www.bbc.co.uk/russian/news-47306165,"Послание Путина Федеральному собранию - о налогах, бедняках и ракетах",20 февраля 2019
47,https://www.bbc.co.uk/russian/media-46353839,"Видео
Керченский конфликт. Что говорят о нем Россия, Украина и Запад",27 ноября 2018
48,https://www.bbc.co.uk/russian/news-47279922,Как в России комментируют арест главы фонда Baring Vostok Майкла Калви,18 февраля 2019
49,https://www.bbc.co.uk/russian/features-47207567,СМИ России аппарат правительства России подвергнут реорганизации,12 февраля 2019
50,https://www.bbc.co.uk/russian/features-46540633,Пентагон хочет хранить секреты в облаке. Может ли к ним подобраться Россия,13 декабря 2018
51,https://www.bbc.co.uk/russian/features-46278588,ОЗХО сможет называть виновных в химатаках. Почему Россия против,21 ноября 2018
52,https://www.bbc.co.uk/russian/news-47347648,Госсекретарь США Дни пребывания Мадуро у власти в Венесуэле сочтены,24 февраля 2019
53,https://www.bbc.co.uk/russian/features-47327894,Пресса Британии пожизненное для вернувшихся из ИГ,22 февраля 2019
54,https://www.bbc.co.uk/russian/media-47219421,"Видео
Зачем России суверенный интернет",12 февраля 2019
55,https://www.bbc.co.uk/russian/features-46209294,Россия уступит Турции место регионального лидера по авиаперевозкам,15 ноября 2018
56,https://www.bbc.co.uk/russian/features-46481037,"Что известно о ракете 9M729, из-за которой спорят Россия и США",7 декабря 2018
57,https://www.bbc.co.uk/russian/features-46198706,"Россия в Ливии рисков мало, выгод еще меньше",13 ноября 2018
58,https://www.bbc.co.uk/russian/features-47244179,Как крайне правые выбиваются в лидеры в Эстонии,15 февраля 2019
59,https://www.bbc.co.uk/russian/news-46429790,"Глава МИ-6 Алекс Янгер Россия должна понять, что ее агрессия не останется без ответа",3 декабря 2018
60,https://www.bbc.co.uk/russian/46420846,Путь к Евро-2020 Россия попала в одну группу с Бельгией,2 декабря 2018
61,https://www.bbc.co.uk/russian/features-47241710,Когда наступает старость. Отношение к возрасту в России и мире в пяти картинках,16 февраля 2019
62,https://www.bbc.co.uk/russian/features-46070629,Рогозин Россия построит сверхтяжелую ракету и базу на Луне,2 ноября 2018
63,https://www.bbc.co.uk/russian/news-46357289,Россия впервые за пять лет займет в евро. Что в этом необычного,27 ноября 2018
64,https://www.bbc.co.uk/russian/news-46055332,Россия ввела санкции против Украины. В списке - политики и бизнесмены,1 ноября 2018
65,https://www.bbc.co.uk/russian/features-45978133,NYT и Times Россия и Китай прослушивают личные телефоны Трампа,25 октября 2018
66,https://www.bbc.co.uk/russian/features-46272420,"Россия, Япония и Курилы удастся ли договориться об островах на этот раз",20 ноября 2018
67,https://www.bbc.co.uk/russian/features-47217127,Суверенный интернет придумали не в России. Опыт Китая и Ирана,12 февраля 2019
68,https://www.bbc.co.uk/russian/news-47199496,Суверенный интернет в России одобрен Думой в первом чтении,12 февраля 2019
69,https://www.bbc.co.uk/russian/media-47219429,"Видео
Новые. Американские. Адские. Какие санкции приготовили сенаторы США России",14 февраля 2019
70,https://www.bbc.co.uk/russian/features-45622537,Пресса Британии чем занимается Россия на Балканах,24 сентября 2018
71,https://www.bbc.co.uk/russian/features-47278222,Факт-чек насколько правдивы репортажи об украинских выборах в российских СМИ,18 февраля 2019
72,https://www.bbc.co.uk/russian/news-47208981,"Африка, Азия, Европа как санкции могут ударить по газовым проектам России за рубежом",14 февраля 2019
73,https://www.bbc.co.uk/russian/features-45871642,"СМИ России санкции для всех, Россия в уме",16 октября 2018
74,https://www.bbc.co.uk/russian/features-47234991,СМИ России под санкции США могут попасть нефтяные проекты,14 февраля 2019
75,https://www.bbc.co.uk/russian/news-47201466,"Власти России снесли почти все киоски в стране. А теперь решили, что зря",11 февраля 2019
76,https://www.bbc.co.uk/russian/features-45603378,Россия запретила поставки бензина в Беларусь. И Лукашенко согласился,12 октября 2018
77,https://www.bbc.co.uk/russian/features-47194740,"СМИ России россияне уверены, что чиновники им врут",11 февраля 2019
78,https://www.bbc.co.uk/russian/media-46981427,"Видео
Снежное регби новая дисциплина набирает популярность в России",11 февраля 2019
79,https://www.bbc.co.uk/russian/news-47226607,ФСБ и налоговики пришли в агрохолдинги в 13 регионах России. Что они ищут,13 февраля 2019
80,https://www.bbc.co.uk/russian/news-47189432,В городах России прошел Марш материнского гнева. Есть задержанные,10 февраля 2019
81,https://www.bbc.co.uk/russian/news-45752916,Россия обвинила США в разработке биологического оружия в Грузии,4 октября 2018
82,https://www.bbc.co.uk/russian/features-45721420,Россия собирается в девять раз увеличить экспорт пассажирских самолетов,3 октября 2018
83,https://www.bbc.co.uk/russian/media-47158777,"Видео
Вашингтон vs Москва кто лучше дружил с Венесуэлой",7 февраля 2019
84,https://www.bbc.co.uk/russian/news-45726510,С-300 в Сирии Россия сообщила о передаче комплекса Дамаску,2 октября 2018
85,https://www.bbc.co.uk/russian/news-45409466,СМИ Россия нанесла авиаудары по Идлибу,4 сентября 2018
86,https://www.bbc.co.uk/russian/features-47329425,Концертный поединок на границе Venezuela Aid Live против Руки прочь от Венесуэлы!,22 февраля 2019
87,https://www.bbc.co.uk/russian/news-46045014,Россия обогнала Францию в бизнес-рейтинге Всемирного банка. Теперь все хорошо,31 октября 2018
88,https://www.bbc.co.uk/russian/media-47219091,"Видео
ТВ-новости как в России и мире пытаются строить суверенный интернет",12 февраля 2019
89,https://www.bbc.co.uk/russian/features-45648280,СМИ России Единая Россия споткнулась о пенсионную реформу,26 сентября 2018
90,https://www.bbc.co.uk/russian/features-45611499,Guardian Россия планировала тайно вывезти Ассанжа в Москву под Рождество,22 сентября 2018
91,https://www.bbc.co.uk/russian/news-47181871,Moody's повысило рейтинг России с мусорного до инвестиционного уровня,9 февраля 2019
92,https://www.bbc.co.uk/russian/news-45280235,Россия разрешила Польше осмотреть обломки самолета Качиньского,23 августа 2018
93,https://www.bbc.co.uk/russian/news-45579645,"Единая Россия собралась бороться с вписками, группами смерти и АУЕ",19 сентября 2018
94,https://www.bbc.co.uk/russian/media-45567827,"Видео
ТВ-новости Израиль и Россия договорятся, но шуму будет много",18 сентября 2018
95,https://www.bbc.co.uk/russian/news-45554893,"США Россия жульничает, подрывая режим санкций против КНДР",17 сентября 2018
96,https://www.bbc.co.uk/russian/news-47204708,Майор эстонской армии Денис Метсавас и его отец осуждены за шпионаж в пользу России,11 февраля 2019
97,https://www.bbc.co.uk/russian/news-47168390,Международный паралимпийский комитет частично восстановил Россию в правах,8 февраля 2019
98,https://www.bbc.co.uk/russian/features-47200616,На что правительство России потратит 26 трлн рублей. Четыре графика,11 февраля 2019
99,https://www.bbc.co.uk/russian/features-47167668,СМИ России российское государство и здравый смысл несовместимы,8 февраля 2019
100,https://www.bbc.co.uk/russian/news-47348461,В российских городах прошли митинги памяти Бориса Немцова,24 февраля 2019
101,https://www.bbc.co.uk/russian/features-45166413,СМИ России Единая Россия задумалась о пенсиях,13 августа 2018
102,https://www.bbc.co.uk/russian/news-47162140,Реальные пенсии в России сократились впервые за три года,7 февраля 2019
103,https://www.bbc.co.uk/russian/media-45438794,"Видео
Россия vs Британия риторическая битва в Совбезе ООН",8 сентября 2018
104,https://www.bbc.com/russian/features-45440153,Я идеальный человек-Россия рэпер Фейс от Бургера до Мандельштама,7 сентября 2018
105,https://www.bbc.co.uk/russian/news-45434763,Отравление Скрипалей Россия и Британия обменялись выпадами в Совбезе ООН,6 сентября 2018
106,https://www.bbc.co.uk/russian/features-45440153,Я идеальный человек-Россия рэпер Фейс от Бургера до Мандельштама,6 сентября 2018
107,https://www.bbc.co.uk/russian/news-45415391,"Россия вернет на родину бразильца, осужденного за шаманский напиток",4 сентября 2018
108,https://www.bbc.co.uk/russian/news-47275882,Пресса Британии эпоха саморегулируемого интернета подходит к концу,18 февраля 2019
109,https://www.bbc.co.uk/russian/news-45809309,Справедливая Россия признала проблемы с выплатой зарплат. Миронов связывает их с выборами,10 октября 2018
110,https://www.bbc.co.uk/russian/news-45332227,Канал Россия к визиту Путина перенес московский парк в Омск,30 августа 2018
111,https://www.bbc.co.uk/russian/features-47136808,Почему рост цен в России больше не беспокоит ЦБ,6 февраля 2019
112,https://www.bbc.co.uk/russian/features-45326084,СМИ России США и Россия готовятся к столкновению в Сирии,28 августа 2018
113,https://www.bbc.co.uk/russian/media-47137708,"Видео
ТВ-новости будущее свободы интернета в России",5 февраля 2019
114,https://www.bbc.co.uk/russian/media-45252238,"Видео
Стонать Россия не велит! В Госдуме прочитали стихотворение о пенсии",21 августа 2018
115,https://www.bbc.co.uk/russian/features-47125675,"СМИ России государство придумало, как не пустить протесты в интернет",5 февраля 2019
116,https://www.bbc.co.uk/russian/news-45180813,Суд отменил решение о признании картины Великая прекрасная Россия экстремистской,14 августа 2018
117,https://www.bbc.co.uk/russian/news-47120933,Центробанк ждет дальнейшего роста цен в России. Но ключевую ставку менять не стал,8 февраля 2019
118,https://www.bbc.co.uk/russian/features-47142088,Аспиранта МГУ задержали по делам о бомбе и погроме в Единой России. Кто он,8 февраля 2019
119,https://www.bbc.co.uk/russian/news-45638066,"Европа, Россия и Китай придумали, как обойти санкции США против Ирана",25 сентября 2018
120,https://www.bbc.co.uk/russian/news-45624098,Россия передаст Сирии комплексы С-300 в ответ на инцидент с Ил-20,24 сентября 2018
121,https://www.bbc.co.uk/russian/features-47164892,С детьми и без вредных привычек. Как в России живут секс-работницы и кто им помогает,8 февраля 2019
122,https://www.bbc.co.uk/russian/features-47112649,СМИ России новая гонка вооружений на подходе,4 февраля 2019
123,https://www.bbc.co.uk/russian/media-45608715,"Видео
Кибервойска Британии что о них известно и при чем здесь Россия",21 сентября 2018
124,https://www.bbc.co.uk/russian/media-45595225,"Видео
ТВ-новости Китай или Россия Кто пострадает от новых санкций США",21 сентября 2018
125,https://www.bbc.co.uk/russian/news-45558934,"Сирийские ПВО сбили российский Ил-20. Россия винит Израиль, Израиль - Сирию",18 сентября 2018
126,https://www.bbc.co.uk/russian/news-45554453,Россия и Турция создают буферную зону вокруг Идлиба. Наступления не будет,17 сентября 2018
127,https://www.bbc.co.uk/russian/news-45536052,Россия согласилась на компромисс с ВАДА. От нее требовали признать доклад Макларена,15 сентября 2018
128,https://www.bbc.co.uk/russian/features-47154077,СМИ России амнистия капиталов с третьего раза набрала популярность,7 февраля 2019
129,https://www.bbc.co.uk/russian/media-47178160,"Видео
ТВ-новости у сына экс-премьера Молдовы в Британии конфисковали полмиллиона фунтов",8 февраля 2019
130,http://www.bbc.co.uk/russian/features-44976448,Пресса Британии Россия пытается заставить Запад сотрудничать с Асадом,27 июля 2018
131,https://www.bbc.co.uk/russian/other-news-47303601,Оскар-2019 9 необычных фактов. И еще шесть - о российских и советских Оскарах,20 февраля 2019
132,https://www.bbc.co.uk/russian/features-47140682,СМИ России на выборах в Московскую городскую думу хотят обкатать дистанционное голосование,6 февраля 2019
133,https://www.bbc.co.uk/russian/features-47037127,СМИ России коррупция непреодолимой силы,29 января 2019
134,https://www.bbc.co.uk/russian/news-47061099,Швейцария стала крупнейшим покупателем алюминия из России. Как так вышло,1 февраля 2019
135,https://www.bbc.co.uk/russian/features-47255019,Правила для всех Скандал вокруг авиакомпании Победа и артиста Ланового возмутил соцсети,15 февраля 2019
136,https://www.bbc.co.uk/russian/features-47155659,"Чубайс, восстание, экстремизм жизнь и уголовные дела полковника Квачкова",19 февраля 2019
137,https://www.bbc.co.uk/russian/features-45356296,"Выдачи россиянина Винника добиваются от Греции США, Франция и Россия. У кого больше шансов",4 сентября 2018
138,https://www.bbc.co.uk/russian/features-44842806,Пресса Британии Россия и США - отмены санкций ждать не стоит,16 июля 2018
139,http://www.bbc.co.uk/russian/media-44740860,"Видео
Спасибо, Россия! президент Хорватии поблагодарила Россию за ЧМ-2018",16 июля 2018
140,https://www.bbc.co.uk/russian/features-47084775,СМИ России чиновники обходят стороной российский софт,1 февраля 2019
141,https://www.bbc.co.uk/russian/news-47134369,Магнитный полюс Земли быстро движется в сторону России. Что происходит,5 февраля 2019
142,https://www.bbc.co.uk/russian/features-46954117,"Видео
Как друзья Путин и Абэ все же обсудят Курилы",22 января 2019
143,http://www.bbc.co.uk/russian/features-44793544,"Отец британского блогера Я не говорил, что Россия - идеальная страна",11 июля 2018
144,https://www.bbc.co.uk/russian/features-47126265,Пресса Британии британский министр обвинил Россию в провале ядерного договора,5 февраля 2019
145,https://www.bbc.co.uk/russian/features-47123831,Новый худший год. Главное из доклада Агоры о свободе интернета в России,5 февраля 2019
146,https://www.bbc.co.uk/russian/news-47067803,Дочь арестованной активистки Открытой России умерла в больнице,31 января 2019
147,https://www.bbc.co.uk/russian/news-45327902,Россия проведет крупнейшие за 37 лет учения. В них примет участие треть армии,28 августа 2018
148,http://www.bbc.co.uk/russian/news-44721980,МВД Британии Россия должна объяснить новое отравление Новичком,5 июля 2018
149,https://www.bbc.co.uk/russian/features-47118109,"Ракета, взорвавшая ДРСМД Госдеп комментирует спор США с Россией",4 февраля 2019
150,http://www.bbc.co.uk/russian/other-news-44676833,Россия - это новая Исландия. Как вы отмечали историческую победу россиян,1 июля 2018
151,https://www.bbc.co.uk/russian/features-45253403,Россия тоже будет меняться. Чешский эмигрант о советском вторжении и современности,21 августа 2018
152,https://www.bbc.co.uk/russian/features-47053105,СМИ России мусорная реформа может привести к протестам,30 января 2019
153,https://www.bbc.co.uk/russian/news-47202423,След Новичка россиянина проверяют на причастность к отравлению болгарского оружейника,11 февраля 2019
154,https://www.bbc.co.uk/russian/media-46994594,"Видео
Венесуэла переворот или законная смена власти",24 января 2019
155,https://www.bbc.co.uk/russian/news-45211967,Россия дала 642 млн рублей на ремонт Капитолия в Гаване. Кому - неизвестно,16 августа 2018
156,https://www.bbc.co.uk/russian/features-45175755,10 шагов до краха как Россия дошла до дефолта 1998 года,16 августа 2018
157,https://www.bbc.co.uk/russian/news-45207466,Рейтинг ФИФА сильно поменялся после ЧМ-2018. Россия поднялась на 49 место,16 августа 2018
158,https://www.bbc.co.uk/russian/news-47043532,Вынужденная коррупция соцсети высмеяли инициативу минюста России,29 января 2019
159,https://www.bbc.co.uk/russian/news-45194523,СКР завел дело об избиении заключенных в Забайкалье после матча Россия-Хорватия,15 августа 2018
160,http://www.bbc.co.uk/russian/media-44546690,"Видео
ЧМ-2018 Россия почти в плей-офф - как отмечали фанаты",20 июня 2018
161,http://www.bbc.co.uk/russian/news-44538645,Россия вводит ответные пошлины на товары из США,19 июня 2018
162,https://www.bbc.co.uk/russian/features-47291238,Людей не обманешь российские чиновники о ненависти россиян,20 февраля 2019
163,http://www.bbc.co.uk/russian/news-44470267,ЧМ-2018 Россия с крупным счетом обыграла Саудовскую Аравию,14 июня 2018
164,https://www.bbc.co.uk/russian/news-47264824,Эрдоган Турция не откажется от российских комплексов С-400,16 февраля 2019
165,https://www.bbc.co.uk/russian/features-46942382,СМИ России разочарование в Путине,21 января 2019
166,https://www.bbc.co.uk/russian/media-45122044,"Видео
ТВ-новости 10 лет назад Россия и Грузия воевали. Раны свежи до сих пор",8 августа 2018
167,http://www.bbc.co.uk/russian/news-43890798,Репортеры без границ Россия расширяет сеть пропаганды,25 апреля 2018
168,https://www.bbc.co.uk/russian/news-47009799,В России появилась система быстрых платежей. Как она будет работать,28 января 2019
169,https://www.bbc.co.uk/russian/features-45082787,Россия оснастит чиновников смартфонами с операционной системой Sailfish за 160 млрд рублей. Зачем,6 августа 2018
170,https://www.bbc.co.uk/russian/news-47112665,Кризис в Венесуэле Мадуро отверг ультиматум европейских стран,4 февраля 2019
171,https://www.bbc.co.uk/russian/features-46873303,СМИ России легко ли стать президентом России,15 января 2019
172,http://www.bbc.co.uk/russian/features-43381716,Пресса Британии Россия - страна-изгой,13 марта 2018
173,https://www.bbc.co.uk/russian/media-47096893,"Видео
Тайне перевала Дятлова 60 лет  Бермудский треугольник России",1 февраля 2019
174,https://www.bbc.co.uk/russian/media-47096721,"Видео
ТВ-новости США дают России полгода на спасение договора о РСМД",1 февраля 2019
175,https://www.bbc.co.uk/russian/features-47301328,Пресса Британии Китаю не удастся обогнать Америку,20 февраля 2019
176,http://www.bbc.co.uk/russian/features-44996618,Турция пригрозила США судом из-за истребителей. При чем здесь Россия,29 июля 2018
177,http://www.bbc.co.uk/russian/features-44229839,Твиттер массово блокирует пользователей в Болгарии. При чем здесь Россия,29 мая 2018
178,http://www.bbc.co.uk/russian/features-43637063,Пресса Британии Россия экспериментирует с войной будущего,4 апреля 2018
179,https://www.bbc.co.uk/russian/features-46967268,Бэд гайз как Голливуд заработал на новой холодной войне России с США,31 января 2019
180,https://www.bbc.co.uk/russian/features-47148458,"Амнистия капитала российский бизнес раскрыл 10 млрд евро, но деньги в Россию не вернулись",6 февраля 2019
181,https://www.bbc.co.uk/russian/features-47067719,СМИ России задержание сенатора в Совете Федерации - это не смешно,31 января 2019
182,http://www.bbc.co.uk/russian/features-44873858,"Россия выбыла из списка крупнейших кредиторов США. Объясняем, что это значит",18 июля 2018
183,https://www.bbc.co.uk/russian/features-46997917,СМИ России почему Кремль поддержал Мадуро,25 января 2019
184,https://www.bbc.co.uk/russian/features-46993033,Беларусь вступает в турбулентный период. Как может развиваться спор с Россией,25 января 2019
185,https://www.bbc.co.uk/russian/features-47056859,Волна минирований прокатилась с востока до запада России. Показываем на карте,30 января 2019
186,https://www.bbc.co.uk/russian/news-47132658,"Послание Трампа конгрессу о России, стене на границе и новой встрече с Ким Чен Ыном",6 февраля 2019
187,http://www.bbc.co.uk/russian/news-44077889,Россия не прошла в финал конкурса Евровидение-2018,10 мая 2018
188,http://www.bbc.co.uk/russian/news-44824206,"Франция, США или Россия - кому в итоге выдаст Греция россиянина Винника",13 июля 2018
189,https://www.bbc.co.uk/russian/news-46983879,Что происходит в Венесуэле и почему это важно для России,24 января 2019
190,http://www.bbc.co.uk/russian/features-43899737,Лев Додин Россия была и остается неотрывной частью Европы,4 мая 2018
191,http://www.bbc.co.uk/russian/features-43996391,Как Россия снижает расходы на оборону. Показываем в пяти графиках,3 мая 2018
192,http://www.bbc.co.uk/russian/features-44757919,Откланялись с достоинством мировые СМИ и соцсети - о матче Россия-Хорватия,8 июля 2018
193,https://www.bbc.co.uk/russian/news-46943843,Активистку Открытой России арестовали. Впервые за нежелательную организацию,23 января 2019
194,https://www.bbc.co.uk/russian/news-47041963,Двойной удар как санкции США против Венесуэлы затронут Россию,29 января 2019
195,https://www.bbc.co.uk/russian/news-46870041,Дональд Трамп Я никогда не работал на Россию,14 января 2019
196,http://www.bbc.co.uk/russian/news-44741192,Россия ввела ответные пошлины на товары из США. Что попало в список,6 июля 2018
197,https://www.bbc.co.uk/russian/news-46893635,Как в Давосе пытались убедить вкладывать деньги в Россию. И что из этого вышло,23 января 2019
198,http://www.bbc.co.uk/russian/media-43293593,"Видео
Россия и Запад история любви и ненависти",5 марта 2018
199,http://www.bbc.co.uk/russian/news-43253397,Украина и Россия обменялись задержанными пограничниками,2 марта 2018
200,https://www.bbc.co.uk/russian/news-47235880,Российские биржевые индексы упали после анонса новых санкций из ада,14 февраля 2019
201,https://www.bbc.co.uk/russian/features-47218251,"Мадуро Трамп украл 10 млрд долларов, которые принадлежат нам",12 февраля 2019
202,https://www.bbc.co.uk/russian/news-47195408,Помощник Путина Владислав Сурков объявил курс на путинизм. К чему он клонит,11 февраля 2019
203,http://www.bbc.co.uk/russian/news-43814537,Как Россия поможет своим студентам вернуться из Британии (спойлер никак),18 апреля 2018
204,http://www.bbc.co.uk/russian/features-43805391,Пресса Британии как Россия стала для мира посмешищем,18 апреля 2018
205,http://www.bbc.co.uk/russian/features-43788635,Факт-чекинг всегда ли Россия блокирует резолюции ООН по Сирии,17 апреля 2018
206,https://www.bbc.co.uk/russian/features-47024643,"СМИ России падение доходов россиян хуже, чем в 90-е",28 января 2019
207,https://www.bbc.co.uk/russian/news-46952478,"В Лондоне арестовали воришку, похожего на Росса из сериала Друзья",21 января 2019
208,https://www.bbc.co.uk/russian/features-47043671,Конец золотого века ждет ли нас новая гонка вооружений после отказа США от ДРСМД,1 февраля 2019
209,http://www.bbc.co.uk/russian/media-43759707,"Видео
Россия в Совбезе ООН это хулиганство в международных отношениях",14 апреля 2018
210,http://www.bbc.co.uk/russian/news-42520844,Россия отказалась впустить американского сенатора,30 декабря 2017
211,http://www.bbc.co.uk/russian/news-44570192,Сколько Россия заработала на ОПЕК и заработает ли еще Объясняем в 100 и 500 словах,22 июня 2018
212,http://www.bbc.co.uk/russian/news-43727789,"Готовься, Россия Трамп ответил на угрозу сбивать ракеты в Сирии",11 апреля 2018
213,http://www.bbc.co.uk/russian/features-43715729,Уколоть Америку что может запретить Россия в ответ на санкции,10 апреля 2018
214,http://www.bbc.co.uk/russian/news-43717332,Совбез ООН Россия наложила вето на резолюцию США по Сирии,10 апреля 2018
215,https://www.bbc.co.uk/russian/news-47092631,Протесты против мусорной реформы прошли в десятках городов России. Что вывело людей на улицы,3 февраля 2019
216,https://www.bbc.co.uk/russian/media-47065373,"Видео
Политический кризис в Венесуэле. Интервью с Николасом Мадуро и Хуаном Гуайдо",31 января 2019
217,http://www.bbc.co.uk/russian/news-43664194,"Лондон играет с огнем, заявила Россия в Совбезе ООН",6 апреля 2018
218,https://www.bbc.co.uk/russian/features-46859438,СМИ России половина россиян выступает за отставку правительства,14 января 2019
219,https://www.bbc.co.uk/russian/features-47140208,Пресса Британии Европа между орланом и медведем,6 февраля 2019
220,https://www.bbc.co.uk/russian/media-47048646,"Видео
ТВ-новости будет ли брексит - вторая попытка Мэй в британском парламенте",29 января 2019
221,http://www.bbc.co.uk/russian/media-43635070,"Видео
ТВ-новости Россия строит АЭС в Турции - почему это важно",3 апреля 2018
222,https://www.bbc.co.uk/russian/features-46916891,"Рома Жиган, Птаха и другие рэперы - о русском хип-хопе и фильме BEEF",26 января 2019
223,http://www.bbc.co.uk/russian/features-43610405,Россия против Запада новая холодная война или еще нет,1 апреля 2018
224,http://www.bbc.co.uk/russian/features-42880403,Россия - США дальше будет только хуже,30 января 2018
225,http://www.bbc.co.uk/russian/features-42829045,Пресса Британии Россия готова убивать нас тысячами,26 января 2018
226,http://www.bbc.co.uk/russian/media-44404056,"Видео
Россия для грустных самые необычные сообщения на прямой линии с Путиным",7 июня 2018
